TIGRFAM	link	mainrole	subrole	Name	Function	Isology_Type	EC_Number
TIGR02050	Uncategorized	Uncategorized	Uncategorized	gshA_cyan_rel	"_carboxylate-amine ligase, YbdK family_"	subfamily	6.3.-.-
TIGR02059	Uncategorized	Uncategorized	Uncategorized	swm_rep_I	cyanobacterial long protein repeat	domain	
TIGR02086	Uncategorized	Uncategorized	Uncategorized	IPMI_arch	"_3-isopropylmalate dehydratase, large subunit_"	subfamily	
TIGR02087	Uncategorized	Uncategorized	Uncategorized	LEUD_arch	"_3-isopropylmalate dehydratase, small subunit_"	subfamily	
TIGR02088	Uncategorized	Uncategorized	Uncategorized	LEU3_arch	isopropylmalate/isohomocitrate dehydrogenases	subfamily	
TIGR02090	Uncategorized	Uncategorized	Uncategorized	LEU1_arch	isopropylmalate/citramalate/homocitrate synthases	subfamily	
TIGR02094	Uncategorized	Uncategorized	Uncategorized	more_P_ylases	alpha-glucan phosphorylases	subfamily	2.4.1.1
TIGR02096	Uncategorized	Uncategorized	Uncategorized	TIGR02096	conserved hypothetical protein	subfamily	
TIGR02097	Uncategorized	Uncategorized	Uncategorized	yccV	hemimethylated DNA binding domain	domain	
TIGR02098	Uncategorized	Uncategorized	Uncategorized	MJ0042_CXXC	MJ0042 family finger-like domain	domain	
TIGR02102	Uncategorized	Uncategorized	Uncategorized	pullulan_Gpos	"_pullulanase, extracellular_"	equivalog_domain	
TIGR02104	Uncategorized	Uncategorized	Uncategorized	pulA_typeI	"_pullulanase, type I_"	equivalog	3.2.1.41
TIGR02124	Uncategorized	Uncategorized	Uncategorized	hypE	hydrogenase expression/formation protein HypE	equivalog	
TIGR02125	Uncategorized	Uncategorized	Uncategorized	CytB-hydogenase	"_Ni/Fe-hydrogenase, b-type cytochrome subunit_"	equivalog	
TIGR02128	Uncategorized	Uncategorized	Uncategorized	G6PI_arch	bifunctional phosphoglucose/phosphomannose isomerase	equivalog	5.3.1.9
TIGR02131	Uncategorized	Uncategorized	Uncategorized	phaP_Bmeg	polyhydroxyalkanoic acid inclusion protein PhaP	equivalog	
TIGR02132	Uncategorized	Uncategorized	Uncategorized	phaR_Bmeg	"_polyhydroxyalkanoic acid synthase, PhaR subunit_"	equivalog	
TIGR02133	Uncategorized	Uncategorized	Uncategorized	RPI_actino	ribose 5-phosphate isomerase	hypoth_equivalog	5.3.1.6
TIGR02137	Uncategorized	Uncategorized	Uncategorized	HSK-PSP	phosphoserine phosphatase/homoserine phosphotransferase bifunctional protein	equivalog	3.1.3.3
TIGR02144	Uncategorized	Uncategorized	Uncategorized	LysX_arch	lysine biosynthesis enzyme LysX	equivalog	
TIGR02146	Uncategorized	Uncategorized	Uncategorized	LysS_fung_arch	homocitrate synthase	hypoth_equivalog	2.3.3.14
TIGR02148	Uncategorized	Uncategorized	Uncategorized	Fibro_Slime	fibro-slime domain	domain	
TIGR02161	Uncategorized	Uncategorized	Uncategorized	napC_nirT	"_periplasmic nitrate (or nitrite) reductase c-type cytochrome, NapC/NirT family_"	subfamily	
TIGR02162	Uncategorized	Uncategorized	Uncategorized	torC	trimethylamine-N-oxide reductase c-type cytochrome TorC	equivalog	
TIGR02163	Uncategorized	Uncategorized	Uncategorized	napH_	"_ferredoxin-type protein, NapH/MauN family_"	subfamily	
TIGR02164	Uncategorized	Uncategorized	Uncategorized	torA	trimethylamine-N-oxide reductase TorA	equivalog	1.7.2.3
TIGR02166	Uncategorized	Uncategorized	Uncategorized	dmsA_ynfE	"_anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family_"	subfamily	
TIGR02167	Uncategorized	Uncategorized	Uncategorized	Liste_lipo_26	bacterial surface protein 26-residue repeat	repeat	
TIGR02171	Uncategorized	Uncategorized	Uncategorized	Fb_sc_TIGR02171	fibrobacter succinogenes paralogous family TIGR02171	paralog	
TIGR02172	Uncategorized	Uncategorized	Uncategorized	Fb_sc_TIGR02172	fibrobacter succinogenes paralogous family TIGR02172	paralog	
TIGR02173	Uncategorized	Uncategorized	Uncategorized	cyt_kin_arch	putative cytidylate kinase	hypoth_equivalog	2.7.4.14
TIGR02174	Uncategorized	Uncategorized	Uncategorized	CXXU_selWTH	selT/selW/selH selenoprotein domain	domain	
TIGR02175	Uncategorized	Uncategorized	Uncategorized	PorC_KorC	"_2-oxoacid:acceptor oxidoreductase, gamma subunit, pyruvate/2-ketoisovalerate family_"	subfamily	
TIGR02176	Uncategorized	Uncategorized	Uncategorized	pyruv_ox_red	pyruvate:ferredoxin (flavodoxin) oxidoreductase	equivalog	1.2.7.1
TIGR02177	Uncategorized	Uncategorized	Uncategorized	PorB_KorB	"_2-oxoacid:acceptor oxidoreductase, beta subunit, pyruvate/2-ketoisovalerate family_"	subfamily	
TIGR02179	Uncategorized	Uncategorized	Uncategorized	PorD_KorD	"_2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family_"	subfamily	
TIGR02180	Uncategorized	Uncategorized	Uncategorized	GRX_euk	glutaredoxin	equivalog	
TIGR02183	Uncategorized	Uncategorized	Uncategorized	GRXA	"_glutaredoxin, GrxA family_"	equivalog	
TIGR02184	Uncategorized	Uncategorized	Uncategorized	Myco_arth_vir_N	Mycoplasma virulence family signal region	paralog_domain	
TIGR02186	Uncategorized	Uncategorized	Uncategorized	alph_Pro_TM	conserved hypothetical protein	hypoth_equivalog	
TIGR02187	Uncategorized	Uncategorized	Uncategorized	GlrX_arch	glutaredoxin-like domain protein	hypoth_equivalog	
TIGR02188	Uncategorized	Uncategorized	Uncategorized	Ac_CoA_lig_AcsA	acetate--CoA ligase	equivalog	6.2.1.1
TIGR02189	Uncategorized	Uncategorized	Uncategorized	GlrX-like_plant	glutaredoxin-like family	paralog	
TIGR02190	Uncategorized	Uncategorized	Uncategorized	GlrX-dom	glutaredoxin-family domain	hypoth_equivalog_domain	
TIGR02194	Uncategorized	Uncategorized	Uncategorized	GlrX_NrdH	glutaredoxin-like protein NrdH	subfamily	
TIGR02196	Uncategorized	Uncategorized	Uncategorized	GlrX_YruB	"_glutaredoxin-like protein, YruB-family_"	hypoth_equivalog	
TIGR02200	Uncategorized	Uncategorized	Uncategorized	GlrX_actino	glutaredoxin-like protein	hypoth_equivalog	
TIGR02202	Uncategorized	Uncategorized	Uncategorized	Ehrlichia_rpt	Ehrlichia chaffeensis immunodominant surface protein repeat	paralog_domain	
TIGR02204	Uncategorized	Uncategorized	Uncategorized	MsbA_rel	"_ABC transporter, permease/ATP-binding protein_"	hypoth_equivalog	
TIGR02206	Uncategorized	Uncategorized	Uncategorized	intg_mem_TP0381	conserved hypothetical integral membrane protein TIGR02206	hypoth_equivalog	
TIGR02228	Uncategorized	Uncategorized	Uncategorized	sigpep_I_arch	signal peptidase I	equivalog	3.4.21.89
TIGR02231	Uncategorized	Uncategorized	Uncategorized	TIGR02231	conserved hypothetical protein	subfamily	
TIGR02232	Uncategorized	Uncategorized	Uncategorized	myxo_disulf_rpt	Myxococcus cysteine-rich repeat	repeat	
TIGR02234	Uncategorized	Uncategorized	Uncategorized	trp_oprn_chp	"_membrane protein, TIGR02234 family_"	hypoth_equivalog	
TIGR02237	Uncategorized	Uncategorized	Uncategorized	recomb_radB	DNA repair and recombination protein RadB	equivalog	
TIGR02238	Uncategorized	Uncategorized	Uncategorized	recomb_DMC1	meiotic recombinase Dmc1	equivalog	
TIGR02239	Uncategorized	Uncategorized	Uncategorized	recomb_RAD51	DNA repair protein RAD51	equivalog	
TIGR02241	Uncategorized	Uncategorized	Uncategorized	TIGR02241	conserved hypothetical phage tail region protein	subfamily	
TIGR02244	Uncategorized	Uncategorized	Uncategorized	HAD-IG-Ncltidse	"_HAD superfamily (subfamily IG) hydrolase, 5`-nucleotidase_"	subfamily	
TIGR02245	Uncategorized	Uncategorized	Uncategorized	HAD_IIID1	"_HAD hydrolase, family IIID_"	hypoth_equivalog	
TIGR02246	Uncategorized	Uncategorized	Uncategorized	TIGR02246	conserved hypothetical protein	subfamily	
TIGR02247	Uncategorized	Uncategorized	Uncategorized	HAD-1A3-hyp	epoxide hydrolase N-terminal domain-like phosphatase	subfamily_domain	
TIGR02250	Uncategorized	Uncategorized	Uncategorized	FCP1_euk	"_FCP1-like phosphatase, phosphatase domain_"	subfamily_domain	3.1.3.16
TIGR02251	Uncategorized	Uncategorized	Uncategorized	HIF-SF_euk	dullard-like phosphatase domain	subfamily_domain	
TIGR02252	Uncategorized	Uncategorized	Uncategorized	DREG-2	"_HAD hydrolase, REG-2-like, family IA_"	subfamily	
TIGR02253	Uncategorized	Uncategorized	Uncategorized	CTE7	"_HAD hydrolase, TIGR02253 family_"	subfamily	
TIGR02254	Uncategorized	Uncategorized	Uncategorized	YjjG/YfnB	"_noncanonical pyrimidine nucleotidase, YjjG family_"	equivalog	3.1.3.5
TIGR02256	Uncategorized	Uncategorized	Uncategorized	ICE_VC0181	conserved hypothetical protein	hypoth_equivalog	
TIGR02259	Uncategorized	Uncategorized	Uncategorized	benz_CoA_red_A	"_benzoyl-CoA reductase, subunit A_"	equivalog	1.3.7.8
TIGR02260	Uncategorized	Uncategorized	Uncategorized	benz_CoA_red_B	"_benzoyl-CoA reductase, subunit B_"	equivalog	1.3.7.8
TIGR02261	Uncategorized	Uncategorized	Uncategorized	benz_CoA_red_D	"_benzoyl-CoA reductase, subunit D_"	equivalog	1.3.7.8
TIGR02262	Uncategorized	Uncategorized	Uncategorized	benz_CoA_lig	benzoate-CoA ligase family	subfamily	
TIGR02263	Uncategorized	Uncategorized	Uncategorized	benz_CoA_red_C	"_benzoyl-CoA reductase, subunit C_"	equivalog	1.3.7.8
TIGR02264	Uncategorized	Uncategorized	Uncategorized	gmx_para_CXXCG	Myxococcus xanthus double-CXXCG motif paralogous family	paralog	
TIGR02265	Uncategorized	Uncategorized	Uncategorized	Mxa_TIGR02265	"_Myxococcales-restricted protein, TIGR02265 family_"	subfamily	
TIGR02266	Uncategorized	Uncategorized	Uncategorized	gmx_TIGR02266	Myxococcus xanthus paralogous domain TIGR02266	paralog_domain	
TIGR02267	Uncategorized	Uncategorized	Uncategorized	TIGR02267	DUSAM domain	domain	
TIGR02268	Uncategorized	Uncategorized	Uncategorized	TIGR02268	Myxococcus xanthus paralogous family TIGR02268	paralog	
TIGR02269	Uncategorized	Uncategorized	Uncategorized	TIGR02269	Myxococcus xanthus paralogous lipoprotein family TIGR02269	paralog	
TIGR02271	Uncategorized	Uncategorized	Uncategorized	TIGR02271	conserved domain	domain	
TIGR02272	Uncategorized	Uncategorized	Uncategorized	gentisate_1_2	"_gentisate 1,2-dioxygenase_"	equivalog	1.13.11.4
TIGR02276	Uncategorized	Uncategorized	Uncategorized	beta_rpt_yvtn	40-residue YVTN family beta-propeller repeat	repeat	
TIGR02278	Uncategorized	Uncategorized	Uncategorized	PaaN-DH	phenylacetic acid degradation protein paaN	equivalog	
TIGR02279	Uncategorized	Uncategorized	Uncategorized	PaaC-3OHAcCoADH	3-hydroxyacyl-CoA dehydrogenase PaaC	equivalog	1.1.1.-
TIGR02280	Uncategorized	Uncategorized	Uncategorized	PaaB1	phenylacetate degradation probable enoyl-CoA hydratase PaaB	equivalog	4.2.1.17
TIGR02284	Uncategorized	Uncategorized	Uncategorized	TIGR02284	conserved hypothetical protein	subfamily	
TIGR02286	Uncategorized	Uncategorized	Uncategorized	PaaD	phenylacetic acid degradation protein PaaD	equivalog	
TIGR02288	Uncategorized	Uncategorized	Uncategorized	PaaN_2	phenylacetic acid degradation protein paaN	equivalog	
TIGR02289	Uncategorized	Uncategorized	Uncategorized	M3_not_pepF	"_oligoendopeptidase, M3 family_"	subfamily	3.4.24.-
TIGR02290	Uncategorized	Uncategorized	Uncategorized	M3_fam_3	"_oligoendopeptidase, pepF/M3 family_"	subfamily	3.4.24.-
TIGR02291	Uncategorized	Uncategorized	Uncategorized	rimK_rel_E_lig	alpha-L-glutamate ligase homolog	hypoth_equivalog	
TIGR02295	Uncategorized	Uncategorized	Uncategorized	HpaD	"_3,4-dihydroxyphenylacetate 2,3-dioxygenase_"	equivalog	1.13.11.15
TIGR02296	Uncategorized	Uncategorized	Uncategorized	HpaC	"_4-hydroxyphenylacetate 3-monooxygenase, reductase component_"	equivalog	1.14.14.9
TIGR02297	Uncategorized	Uncategorized	Uncategorized	HpaA	4-hydroxyphenylacetate catabolism regulatory protein HpaA	equivalog	
TIGR02298	Uncategorized	Uncategorized	Uncategorized	HpaD_Fe	"_3,4-dihydroxyphenylacetate 2,3-dioxygenase_"	equivalog	1.13.11.15
TIGR02299	Uncategorized	Uncategorized	Uncategorized	HpaE	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	equivalog	1.2.1.60
TIGR02300	Uncategorized	Uncategorized	Uncategorized	FYDLN_acid	TIGR02300 family protein	hypoth_equivalog	
TIGR02301	Uncategorized	Uncategorized	Uncategorized	TIGR02301	TIGR02301 family protein	hypoth_equivalog	
TIGR02302	Uncategorized	Uncategorized	Uncategorized	aProt_lowcomp	TIGR02302 family protein	hypoth_equivalog	
TIGR02303	Uncategorized	Uncategorized	Uncategorized	HpaG-C-term	"_4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, C-terminal subunit_"	equivalog_domain	4.1.1.68 5.3.3.10
TIGR02304	Uncategorized	Uncategorized	Uncategorized	aden_form_hyp	putative adenylate-forming enzyme	hypoth_equivalog	
TIGR02305	Uncategorized	Uncategorized	Uncategorized	HpaG-N-term	"_4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, N-terminal subunit_"	equivalog_domain	4.1.1.68 5.3.3.10
TIGR02306	Uncategorized	Uncategorized	Uncategorized	RNA_lig_DRB0094	RNA ligase	equivalog	6.5.1.3
TIGR02309	Uncategorized	Uncategorized	Uncategorized	HpaB-1	"_4-hydroxyphenylacetate 3-monooxygenase, oxygenase component_"	equivalog	1.14.14.9
TIGR02310	Uncategorized	Uncategorized	Uncategorized	HpaB-2	"_4-hydroxyphenylacetate 3-monooxygenase, oxygenase component_"	equivalog	1.14.14.9
TIGR02311	Uncategorized	Uncategorized	Uncategorized	HpaI	"_2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase_"	equivalog	4.1.2.-
TIGR02312	Uncategorized	Uncategorized	Uncategorized	HpaH	"_2-oxo-hepta-3-ene-1,7-dioic acid hydratase_"	equivalog	4.2.-.-
TIGR02313	Uncategorized	Uncategorized	Uncategorized	HpaI-NOT-DapA	"_2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase_"	exception	4.1.2.-
TIGR02314	Uncategorized	Uncategorized	Uncategorized	ABC_MetN	"_D-methionine ABC transporter, ATP-binding protein_"	equivalog	3.6.3.-
TIGR02316	Uncategorized	Uncategorized	Uncategorized	propion_prpE	propionate--CoA ligase	equivalog	6.2.1.17
TIGR02317	Uncategorized	Uncategorized	Uncategorized	prpB	methylisocitrate lyase	equivalog	4.1.3.30
TIGR02319	Uncategorized	Uncategorized	Uncategorized	CPEP_Pphonmut	carboxyvinyl-carboxyphosphonate phosphorylmutase	equivalog	2.7.8.23
TIGR02320	Uncategorized	Uncategorized	Uncategorized	PEP_mutase	phosphoenolpyruvate mutase	equivalog	5.4.2.9
TIGR02321	Uncategorized	Uncategorized	Uncategorized	Pphn_pyruv_hyd	phosphonopyruvate hydrolase	equivalog	3.11.1.3
TIGR02324	Uncategorized	Uncategorized	Uncategorized	CP_lyasePhnL	phosphonate C-P lyase system protein PhnL	equivalog	
TIGR02327	Uncategorized	Uncategorized	Uncategorized	int_mem_ywzB	conserved hypothetical integral membrane protein	hypoth_equivalog	
TIGR02330	Uncategorized	Uncategorized	Uncategorized	prpD	2-methylcitrate dehydratase	equivalog	4.2.1.79
TIGR02331	Uncategorized	Uncategorized	Uncategorized	rib_alpha	Rib/alpha/Esp surface antigen repeat	repeat	
TIGR02332	Uncategorized	Uncategorized	Uncategorized	HpaX	4-hydroxyphenylacetate permease	equivalog	
TIGR02333	Uncategorized	Uncategorized	Uncategorized	2met_isocit_dHY	"_2-methylisocitrate dehydratase, Fe/S-dependent_"	equivalog	4.2.1.99
TIGR02335	Uncategorized	Uncategorized	Uncategorized	hydr_PhnA	phosphonoacetate hydrolase	equivalog	3.11.1.2
TIGR02337	Uncategorized	Uncategorized	Uncategorized	HpaR	"_homoprotocatechuate degradation operon regulator, HpaR_"	equivalog	
TIGR02338	Uncategorized	Uncategorized	Uncategorized	gimC_beta	"_prefoldin, beta subunit_"	equivalog	
TIGR02340	Uncategorized	Uncategorized	Uncategorized	chap_CCT_alpha	"_T-complex protein 1, alpha subunit_"	equivalog	
TIGR02341	Uncategorized	Uncategorized	Uncategorized	chap_CCT_beta	"_T-complex protein 1, beta subunit_"	equivalog	
TIGR02342	Uncategorized	Uncategorized	Uncategorized	chap_CCT_delta	"_T-complex protein 1, delta subunit_"	equivalog	
TIGR02343	Uncategorized	Uncategorized	Uncategorized	chap_CCT_epsi	"_T-complex protein 1, epsilon subunit_"	equivalog	
TIGR02344	Uncategorized	Uncategorized	Uncategorized	chap_CCT_gamma	"_T-complex protein 1, gamma subunit_"	equivalog	
TIGR02345	Uncategorized	Uncategorized	Uncategorized	chap_CCT_eta	"_T-complex protein 1, eta subunit_"	equivalog	
TIGR02346	Uncategorized	Uncategorized	Uncategorized	chap_CCT_theta	"_T-complex protein 1, theta subunit_"	equivalog	
TIGR02347	Uncategorized	Uncategorized	Uncategorized	chap_CCT_zeta	"_T-complex protein 1, zeta subunit_"	equivalog	
TIGR02349	Uncategorized	Uncategorized	Uncategorized	DnaJ_bact	chaperone protein DnaJ	equivalog	
TIGR02353	Uncategorized	Uncategorized	Uncategorized	NRPS_term_dom	non-ribosomal peptide synthetase terminal domain of unknown function	hypoth_equivalog_domain	
TIGR02361	Uncategorized	Uncategorized	Uncategorized	dak_ATP	dihydroxyacetone kinase	equivalog	2.7.1.29
TIGR02362	Uncategorized	Uncategorized	Uncategorized	dhaK1b	probable dihydroxyacetone kinase DhaK1b subunit	equivalog	
TIGR02363	Uncategorized	Uncategorized	Uncategorized	dhaK1	"_dihydroxyacetone kinase, DhaK subunit_"	equivalog	2.7.1.-
TIGR02364	Uncategorized	Uncategorized	Uncategorized	dha_pts	"_dihydroxyacetone kinase, phosphotransfer subunit_"	equivalog_domain	
TIGR02365	Uncategorized	Uncategorized	Uncategorized	dha_L_ycgS	"_dihydroxyacetone kinase, L subunit_"	equivalog	2.7.-.-
TIGR02366	Uncategorized	Uncategorized	Uncategorized	DHAK_reg	probable dihydroxyacetone kinase regulator	hypoth_equivalog	
TIGR02368	Uncategorized	Uncategorized	Uncategorized	dimeth_PyL	dimethylamine:corrinoid methyltransferase	equivalog	2.1.1.249
TIGR02369	Uncategorized	Uncategorized	Uncategorized	trimeth_pyl	trimethylamine:corrinoid methyltransferase	equivalog	2.1.1.250
TIGR02370	Uncategorized	Uncategorized	Uncategorized	pyl_corrinoid	"_methyltransferase cognate corrinoid proteins, Methanosarcina family_"	subfamily_domain	
TIGR02371	Uncategorized	Uncategorized	Uncategorized	ala_DH_arch	alanine dehydrogenase	equivalog	1.4.1.1
TIGR02372	Uncategorized	Uncategorized	Uncategorized	4_coum_CoA_lig	4-coumarate--CoA ligase	equivalog	6.2.1.12
TIGR02373	Uncategorized	Uncategorized	Uncategorized	photo_yellow	photoactive yellow protein	equivalog	
TIGR02377	Uncategorized	Uncategorized	Uncategorized	MocE_fam_FeS	"_Rieske [2Fe-2S] domain protein, MocE subfamily_"	subfamily	
TIGR02387	Uncategorized	Uncategorized	Uncategorized	rpoC1_cyan	"_DNA-directed RNA polymerase, gamma subunit_"	equivalog	2.7.7.6
TIGR02390	Uncategorized	Uncategorized	Uncategorized	RNA_pol_rpoA1	DNA-directed RNA polymerase subunit A`	equivalog	2.7.7.6
TIGR02398	Uncategorized	Uncategorized	Uncategorized	gluc_glyc_Psyn	glucosylglycerol-phosphate synthase	equivalog	2.4.1.213
TIGR02399	Uncategorized	Uncategorized	Uncategorized	salt_tol_Pase	glucosylglycerol 3-phosphatase	equivalog	3.1.3.69
TIGR02403	Uncategorized	Uncategorized	Uncategorized	trehalose_treC	"_alpha,alpha-phosphotrehalase_"	equivalog	3.2.1.93
TIGR02408	Uncategorized	Uncategorized	Uncategorized	ectoine_ThpD	ectoine hydroxylase	equivalog	1.-.-.-
TIGR02409	Uncategorized	Uncategorized	Uncategorized	carnitine_bodg	gamma-butyrobetaine hydroxylase	equivalog	1.14.11.1
TIGR02410	Uncategorized	Uncategorized	Uncategorized	carnitine_TMLD	trimethyllysine dioxygenase	equivalog	1.14.11.8
TIGR02411	Uncategorized	Uncategorized	Uncategorized	leuko_A4_hydro	leukotriene A-4 hydrolase/aminopeptidase	equivalog	3.3.2.6 3.4.11.-
TIGR02412	Uncategorized	Uncategorized	Uncategorized	pepN_strep_liv	aminopeptidase N	equivalog	3.4.11.2
TIGR02413	Uncategorized	Uncategorized	Uncategorized	Bac_small_yrzI	Bacillus tandem small hypothetical protein	paralog	
TIGR02421	Uncategorized	Uncategorized	Uncategorized	QEGLA	conserved hypothetical protein	hypoth_equivalog	
TIGR02428	Uncategorized	Uncategorized	Uncategorized	pcaJ_scoB_fam	"_3-oxoacid CoA-transferase, B subunit_"	subfamily	2.8.3.-
TIGR02429	Uncategorized	Uncategorized	Uncategorized	pcaI_scoA_fam	"_3-oxoacid CoA-transferase, A subunit_"	subfamily	2.8.3.-
TIGR02430	Uncategorized	Uncategorized	Uncategorized	pcaF	3-oxoadipyl-CoA thiolase	equivalog	2.3.1.174
TIGR02434	Uncategorized	Uncategorized	Uncategorized	CobF	precorrin-6A synthase (deacetylating)	equivalog	2.1.1.152
TIGR02436	Uncategorized	Uncategorized	Uncategorized	TIGR02436	four helix bundle protein	subfamily	
